id,block,trial,gesture,manipulation,direction,magnitude,time,recognized,correct
19,7,2,10,2,0,1,3201,10,true
19,7,3,10,2,0,1,4264,10,true
19,7,4,10,2,0,1,3866,10,true
19,7,5,10,2,0,1,3440,10,true
19,7,6,10,2,0,1,3603,10,true
19,8,0,5,1,0,0,1319,5,true
19,8,1,5,1,0,0,1185,5,true
19,8,2,5,1,0,0,1195,5,true
19,8,3,5,1,0,0,1403,5,true
19,8,4,5,1,0,0,1236,5,true
19,8,5,5,1,0,0,1136,5,true
19,8,6,5,1,0,0,1271,5,true
19,9,0,6,1,0,1,1794,6,true
19,9,1,6,1,0,1,2287,6,true
19,9,2,6,1,0,1,1357,6,true
19,9,3,6,1,0,1,1991,6,true
19,9,4,6,1,0,1,2290,6,true
19,9,5,6,1,0,1,2024,6,true
19,9,6,6,1,0,1,1626,6,true
19,10,0,8,1,1,1,2426,8,true
19,10,1,8,1,1,1,2717,8,true
19,10,2,8,1,1,1,1985,8,true
19,10,3,8,1,1,1,2217,8,true
19,10,4,8,1,1,1,2251,8,true
19,10,5,8,1,1,1,2117,8,true
19,10,6,8,1,1,1,2152,8,true
19,11,0,1,0,0,0,2196,1,true
19,11,1,1,0,0,0,1788,1,true
19,11,2,1,0,0,0,1351,1,true
19,11,3,1,0,0,0,1579,1,true
19,11,4,1,0,0,0,1601,1,true
19,11,5,1,0,0,0,1595,1,true
19,11,6,1,0,0,0,1413,1,true
2,0,0,11,2,1,0,3235,11,true
2,0,1,11,2,1,0,2929,11,true
2,0,2,11,2,1,0,6048,0,false
2,0,3,11,2,1,0,6059,0,false
2,0,4,11,2,1,0,2811,11,true
2,0,5,11,2,1,0,3221,11,true
2,0,6,11,2,1,0,3700,11,true
2,1,0,8,1,1,1,2584,7,false
2,1,1,8,1,1,1,2161,7,false
2,1,2,8,1,1,1,3299,8,true
2,1,3,8,1,1,1,3123,8,true
2,1,4,8,1,1,1,2139,8,true
2,1,5,8,1,1,1,2300,8,true
2,1,6,8,1,1,1,2392,8,true
2,2,0,9,2,0,0,3493,9,true
2,2,1,9,2,0,0,3287,10,false
2,2,2,9,2,0,0,2566,9,true
2,2,3,9,2,0,0,2662,9,true
2,2,4,9,2,0,0,2493,9,true
2,2,5,9,2,0,0,2649,9,true
2,2,6,9,2,0,0,6049,0,false
2,3,0,1,0,0,0,6062,0,false
2,3,1,1,0,0,0,6063,0,false
2,3,2,1,0,0,0,6062,0,false
2,3,3,1,0,0,0,6063,0,false
2,3,4,1,0,0,0,6058,0,false
2,3,5,1,0,0,0,6061,0,false
2,3,6,1,0,0,0,4089,1,true
2,4,0,4,0,1,1,3271,3,false
2,4,1,4,0,1,1,2484,4,true
2,4,2,4,0,1,1,3520,4,true
2,4,3,4,0,1,1,4314,4,true
2,4,4,4,0,1,1,4949,4,true
2,4,5,4,0,1,1,4316,4,true
2,4,6,4,0,1,1,4225,4,true
2,5,0,6,1,0,1,4017,6,true
2,5,1,6,1,0,1,3218,6,true
2,5,2,6,1,0,1,3905,6,true
2,5,3,6,1,0,1,3416,6,true
2,5,4,6,1,0,1,3420,6,true
2,5,5,6,1,0,1,2508,6,true
2,5,6,6,1,0,1,2934,6,true
2,6,0,3,0,1,0,3110,3,true
2,6,1,3,0,1,0,2684,3,true
2,6,2,3,0,1,0,3328,3,true
2,6,3,3,0,1,0,4019,3,true
2,6,4,3,0,1,0,3089,3,true
2,6,5,3,0,1,0,3061,3,true
2,6,6,3,0,1,0,3429,4,false
2,7,0,7,1,1,0,2491,7,true
2,7,1,7,1,1,0,2422,7,true
2,7,2,7,1,1,0,2360,7,true
2,7,3,7,1,1,0,1941,7,true
2,7,4,7,1,1,0,2049,7,true
2,7,5,7,1,1,0,1918,7,true
2,7,6,7,1,1,0,2682,7,true
2,8,0,5,1,0,0,2217,5,true
2,8,1,5,1,0,0,2150,5,true
2,8,2,5,1,0,0,2084,5,true
2,8,3,5,1,0,0,2733,5,true
2,8,4,5,1,0,0,2332,5,true
2,8,5,5,1,0,0,2470,5,true
2,8,6,5,1,0,0,2456,5,true
2,9,0,2,0,0,1,5026,2,true
2,9,1,2,0,0,1,3322,2,true
2,9,2,2,0,0,1,3993,2,true
2,9,3,2,0,0,1,4533,2,true
2,9,4,2,0,0,1,4380,2,true
2,9,5,2,0,0,1,3805,2,true
2,9,6,2,0,0,1,3567,2,true
2,10,0,10,2,0,1,3297,10,true
2,10,1,10,2,0,1,3491,10,true
2,10,2,10,2,0,1,3588,10,true
2,10,3,10,2,0,1,4253,10,true
2,10,4,10,2,0,1,4320,10,true
2,10,5,10,2,0,1,4088,10,true
2,10,6,10,2,0,1,3533,10,true
2,11,0,12,2,1,1,4531,12,true
2,11,1,12,2,1,1,4669,12,true
2,11,2,12,2,1,1,5100,12,true
2,11,3,12,2,1,1,4219,12,true
2,11,4,12,2,1,1,4747,12,true
2,11,5,12,2,1,1,4824,12,true
2,11,6,12,2,1,1,3424,12,true
20,0,0,1,0,0,0,4352,1,true
20,0,1,1,0,0,0,3821,1,true
20,0,2,1,0,0,0,2846,1,true
20,0,3,1,0,0,0,3326,1,true
20,0,4,1,0,0,0,3109,1,true
20,0,5,1,0,0,0,2858,1,true
20,0,6,1,0,0,0,5053,1,true
20,1,0,7,1,1,0,3532,7,true
20,1,1,7,1,1,0,2320,7,true
20,1,2,7,1,1,0,2750,7,true
20,1,3,7,1,1,0,1970,7,true
20,1,4,7,1,1,0,2137,7,true
20,1,5,7,1,1,0,2279,7,true
20,1,6,7,1,1,0,18,7,true
20,2,0,3,0,1,0,6014,0,false
20,2,1,3,0,1,0,3146,3,true
20,2,2,3,0,1,0,3311,3,true
20,2,3,3,0,1,0,3395,3,true
20,2,4,3,0,1,0,6033,0,false
20,2,5,3,0,1,0,2766,3,true
20,2,6,3,0,1,0,2690,3,true
20,3,0,8,1,1,1,3083,8,true
20,3,1,8,1,1,1,3892,8,true
20,3,2,8,1,1,1,3278,8,true
20,3,3,8,1,1,1,3542,8,true
20,3,4,8,1,1,1,3079,8,true
20,3,5,8,1,1,1,3474,8,true
20,3,6,8,1,1,1,1874,8,true
20,4,0,5,1,0,0,1816,5,true
20,4,1,5,1,0,0,1993,5,true
20,4,2,5,1,0,0,1904,5,true
20,4,3,5,1,0,0,1898,5,true
20,4,4,5,1,0,0,2243,5,true
20,4,5,5,1,0,0,1959,5,true
20,4,6,5,1,0,0,1977,5,true
20,5,0,11,2,1,0,2868,11,true
20,5,1,11,2,1,0,2313,11,true
20,5,2,11,2,1,0,4700,11,true
20,5,3,11,2,1,0,2368,11,true
20,5,4,11,2,1,0,4380,12,false
20,5,5,11,2,1,0,2618,11,true
20,5,6,11,2,1,0,2353,11,true
20,6,0,10,2,0,1,4883,10,true
20,6,1,10,2,0,1,4035,10,true
20,6,2,10,2,0,1,4322,10,true
20,6,3,10,2,0,1,5097,10,true
20,6,4,10,2,0,1,4010,10,true
20,6,5,10,2,0,1,4211,10,true
20,6,6,10,2,0,1,4345,10,true
20,7,0,12,2,1,1,4792,12,true
20,7,1,12,2,1,1,3591,12,true
20,7,2,12,2,1,1,4273,12,true
20,7,3,12,2,1,1,4076,12,true
20,7,4,12,2,1,1,3826,12,true
20,7,5,12,2,1,1,4332,12,true
20,7,6,12,2,1,1,4463,12,true
20,8,0,2,0,0,1,4669,2,true
20,8,1,2,0,0,1,4436,2,true
20,8,2,2,0,0,1,4070,2,true
20,8,3,2,0,0,1,4423,2,true
20,8,4,2,0,0,1,4156,2,true
20,8,5,2,0,0,1,3954,2,true
20,8,6,2,0,0,1,3819,2,true
20,9,0,4,0,1,1,4536,4,true
20,9,1,4,0,1,1,6027,0,false
20,9,2,4,0,1,1,4595,4,true
20,9,3,4,0,1,1,4603,4,true
20,9,4,4,0,1,1,4691,4,true
20,9,5,4,0,1,1,3658,4,true
20,9,6,4,0,1,1,6023,0,false
20,10,0,6,1,0,1,2475,6,true
20,10,1,6,1,0,1,3036,6,true
20,10,2,6,1,0,1,2757,6,true
20,10,3,6,1,0,1,2574,6,true
20,10,4,6,1,0,1,2549,6,true
20,10,5,6,1,0,1,2705,6,true
20,10,6,6,1,0,1,2869,6,true
20,11,0,9,2,0,0,2440,9,true
20,11,1,9,2,0,0,3341,9,true
20,11,2,9,2,0,0,2544,9,true
20,11,3,9,2,0,0,2182,9,true
20,11,4,9,2,0,0,2409,9,true
20,11,5,9,2,0,0,2719,9,true
20,11,6,9,2,0,0,2496,9,true
3,0,0,3,0,1,0,2769,3,true
3,0,1,3,0,1,0,1938,3,true
3,0,2,3,0,1,0,70,1,false
3,0,3,3,0,1,0,6023,0,false
3,0,4,3,0,1,0,1760,3,true
3,0,5,3,0,1,0,4978,1,false
3,0,6,3,0,1,0,6029,0,false
3,1,0,8,1,1,1,3268,8,true
3,1,1,8,1,1,1,3768,8,true
3,1,2,8,1,1,1,3404,8,true
3,1,3,8,1,1,1,3336,8,true
3,1,4,8,1,1,1,3964,8,true
3,1,5,8,1,1,1,3199,8,true
3,1,6,8,1,1,1,3007,8,true
3,2,0,2,0,0,1,5353,2,true
3,2,1,2,0,0,1,5750,2,true
3,2,2,2,0,0,1,3618,2,true
3,2,3,2,0,0,1,3148,2,true
3,2,4,2,0,0,1,3417,2,true
3,2,5,2,0,0,1,3615,2,true
3,2,6,2,0,0,1,3415,2,true
3,3,0,10,2,0,1,3508,10,true
3,3,1,10,2,0,1,3038,10,true
3,3,2,10,2,0,1,1811,10,true
3,3,3,10,2,0,1,2578,10,true
3,3,4,10,2,0,1,2608,10,true
3,3,5,10,2,0,1,2470,10,true
3,3,6,10,2,0,1,2476,10,true
3,4,0,6,1,0,1,2167,6,true
3,4,1,6,1,0,1,2026,6,true
3,4,2,6,1,0,1,2198,6,true
3,4,3,6,1,0,1,1430,6,true
3,4,4,6,1,0,1,2091,6,true
3,4,5,6,1,0,1,1622,6,true
3,4,6,6,1,0,1,3162,6,true
3,5,0,4,0,1,1,2390,4,true
3,5,1,4,0,1,1,2361,4,true
3,5,2,4,0,1,1,2533,4,true
3,5,3,4,0,1,1,2263,4,true
3,5,4,4,0,1,1,1893,4,true
3,5,5,4,0,1,1,2531,4,true
3,5,6,4,0,1,1,2299,4,true
3,6,0,5,1,0,0,1029,5,true
3,6,1,5,1,0,0,1037,5,true
3,6,2,5,1,0,0,1504,5,true
3,6,3,5,1,0,0,1376,5,true
3,6,4,5,1,0,0,1331,5,true
3,6,5,5,1,0,0,1260,5,true
3,6,6,5,1,0,0,1154,5,true
3,7,0,9,2,0,0,3145,11,false
3,7,1,9,2,0,0,1508,9,true
3,7,2,9,2,0,0,101,11,false
3,7,3,9,2,0,0,1768,9,true
3,7,4,9,2,0,0,1523,9,true
3,7,5,9,2,0,0,1453,9,true
3,7,6,9,2,0,0,4470,9,true
3,8,0,11,2,1,0,1795,11,true
3,8,1,11,2,1,0,1630,11,true
3,8,2,11,2,1,0,4896,11,true
3,8,3,11,2,1,0,2794,9,false
3,8,4,11,2,1,0,1459,11,true
3,8,5,11,2,1,0,1603,11,true
3,8,6,11,2,1,0,1957,11,true
3,9,0,1,0,0,0,2499,1,true
3,9,1,1,0,0,0,1774,1,true
3,9,2,1,0,0,0,1445,1,true
3,9,3,1,0,0,0,1596,1,true
3,9,4,1,0,0,0,1335,1,true
3,9,5,1,0,0,0,1220,1,true
3,9,6,1,0,0,0,1270,1,true
