id,gesture,manipulation,direction,magnitude,type,likert
21,SHIFT_ABD,0,0,2,ease,1
21,SHIFT_ABD,0,0,2,comfort,2
21,SHIFT_ABD,0,0,2,confidence,2
21,SHIFT_ABD,0,0,2,social_acceptance,2
21,SHIFT_ADD,0,1,2,ease,4
21,SHIFT_ADD,0,1,2,comfort,3
21,SHIFT_ADD,0,1,2,confidence,3
21,SHIFT_ADD,0,1,2,social_acceptance,3
21,SPIN_ABD_HALF,1,0,0,ease,5
21,SPIN_ABD_HALF,1,0,0,comfort,5
21,SPIN_ABD_HALF,1,0,0,confidence,4
21,SPIN_ABD_HALF,1,0,0,social_acceptance,4
21,SPIN_ABD_FULL,1,0,1,ease,5
21,SPIN_ABD_FULL,1,0,1,comfort,5
21,SPIN_ABD_FULL,1,0,1,confidence,4
21,SPIN_ABD_FULL,1,0,1,social_acceptance,4
21,SPIN_ADD_HALF,1,1,0,ease,5
21,SPIN_ADD_HALF,1,1,0,comfort,5
21,SPIN_ADD_HALF,1,1,0,confidence,4
21,SPIN_ADD_HALF,1,1,0,social_acceptance,4
21,SPIN_ADD_FULL,1,1,1,ease,5
21,SPIN_ADD_FULL,1,1,1,comfort,5
21,SPIN_ADD_FULL,1,1,1,confidence,5
21,SPIN_ADD_FULL,1,1,1,social_acceptance,5
21,ROTATE_ABD_HALF,2,0,0,ease,6
21,ROTATE_ABD_HALF,2,0,0,comfort,6
21,ROTATE_ABD_HALF,2,0,0,confidence,6
21,ROTATE_ABD_HALF,2,0,0,social_acceptance,5
21,ROTATE_ABD_FULL,2,0,1,ease,6
21,ROTATE_ABD_FULL,2,0,1,comfort,6
21,ROTATE_ABD_FULL,2,0,1,confidence,6
21,ROTATE_ABD_FULL,2,0,1,social_acceptance,5
21,ROTATE_ADD_HALF,2,1,0,ease,6
21,ROTATE_ADD_HALF,2,1,0,comfort,6
21,ROTATE_ADD_HALF,2,1,0,confidence,5
21,ROTATE_ADD_HALF,2,1,0,social_acceptance,6
21,ROTATE_ADD_FULL,2,1,1,ease,5
21,ROTATE_ADD_FULL,2,1,1,comfort,6
21,ROTATE_ADD_FULL,2,1,1,confidence,6
21,ROTATE_ADD_FULL,2,1,1,social_acceptance,5
21,FLIP_ABD_HALF,3,0,0,ease,5
21,FLIP_ABD_HALF,3,0,0,comfort,5
21,FLIP_ABD_HALF,3,0,0,confidence,5
21,FLIP_ABD_HALF,3,0,0,social_acceptance,5
21,FLIP_ABD_FULL,3,0,1,ease,5
21,FLIP_ABD_FULL,3,0,1,comfort,5
21,FLIP_ABD_FULL,3,0,1,confidence,5
21,FLIP_ABD_FULL,3,0,1,social_acceptance,4
21,FLIP_ADD_HALF,3,1,0,ease,5
21,FLIP_ADD_HALF,3,1,0,comfort,5
21,FLIP_ADD_HALF,3,1,0,confidence,5
21,FLIP_ADD_HALF,3,1,0,social_acceptance,4
21,FLIP_ADD_FULL,3,1,1,ease,5
21,FLIP_ADD_FULL,3,1,1,comfort,5
21,FLIP_ADD_FULL,3,1,1,confidence,4
21,FLIP_ADD_FULL,3,1,1,social_acceptance,4
23,SHIFT_ABD,0,0,2,ease,6
23,SHIFT_ABD,0,0,2,comfort,6
23,SHIFT_ABD,0,0,2,confidence,6
23,SHIFT_ABD,0,0,2,social_acceptance,6
23,SHIFT_ADD,0,1,2,ease,7
23,SHIFT_ADD,0,1,2,comfort,7
23,SHIFT_ADD,0,1,2,confidence,7
23,SHIFT_ADD,0,1,2,social_acceptance,7
23,SPIN_ABD_HALF,1,0,0,ease,5
23,SPIN_ABD_HALF,1,0,0,comfort,5
23,SPIN_ABD_HALF,1,0,0,confidence,4
23,SPIN_ABD_HALF,1,0,0,social_acceptance,5
23,SPIN_ABD_FULL,1,0,1,ease,2
23,SPIN_ABD_FULL,1,0,1,comfort,3
23,SPIN_ABD_FULL,1,0,1,confidence,2
23,SPIN_ABD_FULL,1,0,1,social_acceptance,2
23,SPIN_ADD_HALF,1,1,0,ease,3
23,SPIN_ADD_HALF,1,1,0,comfort,3
23,SPIN_ADD_HALF,1,1,0,confidence,3
23,SPIN_ADD_HALF,1,1,0,social_acceptance,3
23,SPIN_ADD_FULL,1,1,1,ease,1
23,SPIN_ADD_FULL,1,1,1,comfort,1
23,SPIN_ADD_FULL,1,1,1,confidence,1
23,SPIN_ADD_FULL,1,1,1,social_acceptance,1
23,ROTATE_ABD_HALF,2,0,0,ease,7
23,ROTATE_ABD_HALF,2,0,0,comfort,7
23,ROTATE_ABD_HALF,2,0,0,confidence,5
23,ROTATE_ABD_HALF,2,0,0,social_acceptance,6
23,ROTATE_ABD_FULL,2,0,1,ease,6
23,ROTATE_ABD_FULL,2,0,1,comfort,6
23,ROTATE_ABD_FULL,2,0,1,confidence,6
23,ROTATE_ABD_FULL,2,0,1,social_acceptance,6
23,ROTATE_ADD_HALF,2,1,0,ease,6
23,ROTATE_ADD_HALF,2,1,0,comfort,6
23,ROTATE_ADD_HALF,2,1,0,confidence,6
23,ROTATE_ADD_HALF,2,1,0,social_acceptance,6
23,ROTATE_ADD_FULL,2,1,1,ease,6
23,ROTATE_ADD_FULL,2,1,1,comfort,5
23,ROTATE_ADD_FULL,2,1,1,confidence,4
23,ROTATE_ADD_FULL,2,1,1,social_acceptance,5
23,FLIP_ABD_HALF,3,0,0,ease,5
23,FLIP_ABD_HALF,3,0,0,comfort,4
23,FLIP_ABD_HALF,3,0,0,confidence,3
23,FLIP_ABD_HALF,3,0,0,social_acceptance,4
23,FLIP_ABD_FULL,3,0,1,ease,3
23,FLIP_ABD_FULL,3,0,1,comfort,2
23,FLIP_ABD_FULL,3,0,1,confidence,3
23,FLIP_ABD_FULL,3,0,1,social_acceptance,3
23,FLIP_ADD_HALF,3,1,0,ease,5
23,FLIP_ADD_HALF,3,1,0,comfort,5
23,FLIP_ADD_HALF,3,1,0,confidence,5
23,FLIP_ADD_HALF,3,1,0,social_acceptance,5
23,FLIP_ADD_FULL,3,1,1,ease,2
23,FLIP_ADD_FULL,3,1,1,comfort,2
23,FLIP_ADD_FULL,3,1,1,confidence,3
23,FLIP_ADD_FULL,3,1,1,social_acceptance,3
17,SHIFT_ABD,0,0,2,ease,6
17,SHIFT_ABD,0,0,2,comfort,5
17,SHIFT_ABD,0,0,2,confidence,7
17,SHIFT_ABD,0,0,2,social_acceptance,7
17,SHIFT_ADD,0,1,2,ease,6
17,SHIFT_ADD,0,1,2,comfort,5
17,SHIFT_ADD,0,1,2,confidence,7
17,SHIFT_ADD,0,1,2,social_acceptance,7
17,SPIN_ABD_HALF,1,0,0,ease,7
17,SPIN_ABD_HALF,1,0,0,comfort,7
17,SPIN_ABD_HALF,1,0,0,confidence,7
17,SPIN_ABD_HALF,1,0,0,social_acceptance,7
17,SPIN_ABD_FULL,1,0,1,ease,7
17,SPIN_ABD_FULL,1,0,1,comfort,7
17,SPIN_ABD_FULL,1,0,1,confidence,7
17,SPIN_ABD_FULL,1,0,1,social_acceptance,7
17,SPIN_ADD_HALF,1,1,0,ease,7
17,SPIN_ADD_HALF,1,1,0,comfort,7
17,SPIN_ADD_HALF,1,1,0,confidence,7
17,SPIN_ADD_HALF,1,1,0,social_acceptance,7
17,SPIN_ADD_FULL,1,1,1,ease,7
17,SPIN_ADD_FULL,1,1,1,comfort,7
17,SPIN_ADD_FULL,1,1,1,confidence,7
17,SPIN_ADD_FULL,1,1,1,social_acceptance,7
17,ROTATE_ABD_HALF,2,0,0,ease,7
17,ROTATE_ABD_HALF,2,0,0,comfort,7
17,ROTATE_ABD_HALF,2,0,0,confidence,7
17,ROTATE_ABD_HALF,2,0,0,social_acceptance,3
17,ROTATE_ABD_FULL,2,0,1,ease,7
17,ROTATE_ABD_FULL,2,0,1,comfort,7
17,ROTATE_ABD_FULL,2,0,1,confidence,7
17,ROTATE_ABD_FULL,2,0,1,social_acceptance,4
17,ROTATE_ADD_HALF,2,1,0,ease,7
17,ROTATE_ADD_HALF,2,1,0,comfort,7
17,ROTATE_ADD_HALF,2,1,0,confidence,7
17,ROTATE_ADD_HALF,2,1,0,social_acceptance,3
17,ROTATE_ADD_FULL,2,1,1,ease,6
17,ROTATE_ADD_FULL,2,1,1,comfort,6
17,ROTATE_ADD_FULL,2,1,1,confidence,7
17,ROTATE_ADD_FULL,2,1,1,social_acceptance,4
17,FLIP_ABD_HALF,3,0,0,ease,7
17,FLIP_ABD_HALF,3,0,0,comfort,7
17,FLIP_ABD_HALF,3,0,0,confidence,7
17,FLIP_ABD_HALF,3,0,0,social_acceptance,4
17,FLIP_ABD_FULL,3,0,1,ease,7
17,FLIP_ABD_FULL,3,0,1,comfort,7
17,FLIP_ABD_FULL,3,0,1,confidence,7
17,FLIP_ABD_FULL,3,0,1,social_acceptance,4
17,FLIP_ADD_HALF,3,1,0,ease,7
17,FLIP_ADD_HALF,3,1,0,comfort,7
17,FLIP_ADD_HALF,3,1,0,confidence,7
17,FLIP_ADD_HALF,3,1,0,social_acceptance,4
17,FLIP_ADD_FULL,3,1,1,ease,7
17,FLIP_ADD_FULL,3,1,1,comfort,7
17,FLIP_ADD_FULL,3,1,1,confidence,7
17,FLIP_ADD_FULL,3,1,1,social_acceptance,4
26,SHIFT_ABD,0,0,2,ease,2
26,SHIFT_ABD,0,0,2,comfort,2
26,SHIFT_ABD,0,0,2,confidence,7
26,SHIFT_ABD,0,0,2,social_acceptance,7
26,SHIFT_ADD,0,1,2,ease,2
26,SHIFT_ADD,0,1,2,comfort,2
26,SHIFT_ADD,0,1,2,confidence,7
26,SHIFT_ADD,0,1,2,social_acceptance,7
26,SPIN_ABD_HALF,1,0,0,ease,7
26,SPIN_ABD_HALF,1,0,0,comfort,7
26,SPIN_ABD_HALF,1,0,0,confidence,7
26,SPIN_ABD_HALF,1,0,0,social_acceptance,7
26,SPIN_ABD_FULL,1,0,1,ease,7
26,SPIN_ABD_FULL,1,0,1,comfort,7
26,SPIN_ABD_FULL,1,0,1,confidence,7
26,SPIN_ABD_FULL,1,0,1,social_acceptance,7
26,SPIN_ADD_HALF,1,1,0,ease,7
26,SPIN_ADD_HALF,1,1,0,comfort,7
26,SPIN_ADD_HALF,1,1,0,confidence,7
26,SPIN_ADD_HALF,1,1,0,social_acceptance,7
26,SPIN_ADD_FULL,1,1,1,ease,7
26,SPIN_ADD_FULL,1,1,1,comfort,7
26,SPIN_ADD_FULL,1,1,1,confidence,7
26,SPIN_ADD_FULL,1,1,1,social_acceptance,7
26,ROTATE_ABD_HALF,2,0,0,ease,6
26,ROTATE_ABD_HALF,2,0,0,comfort,6
26,ROTATE_ABD_HALF,2,0,0,confidence,7
26,ROTATE_ABD_HALF,2,0,0,social_acceptance,7
26,ROTATE_ABD_FULL,2,0,1,ease,6
26,ROTATE_ABD_FULL,2,0,1,comfort,6
26,ROTATE_ABD_FULL,2,0,1,confidence,7
26,ROTATE_ABD_FULL,2,0,1,social_acceptance,7
26,ROTATE_ADD_HALF,2,1,0,ease,6
26,ROTATE_ADD_HALF,2,1,0,comfort,6
26,ROTATE_ADD_HALF,2,1,0,confidence,7
26,ROTATE_ADD_HALF,2,1,0,social_acceptance,7
26,ROTATE_ADD_FULL,2,1,1,ease,6
26,ROTATE_ADD_FULL,2,1,1,comfort,6
26,ROTATE_ADD_FULL,2,1,1,confidence,7
26,ROTATE_ADD_FULL,2,1,1,social_acceptance,7
26,FLIP_ABD_HALF,3,0,0,ease,5
26,FLIP_ABD_HALF,3,0,0,comfort,5
26,FLIP_ABD_HALF,3,0,0,confidence,7
26,FLIP_ABD_HALF,3,0,0,social_acceptance,7
26,FLIP_ABD_FULL,3,0,1,ease,3
26,FLIP_ABD_FULL,3,0,1,comfort,5
26,FLIP_ABD_FULL,3,0,1,confidence,7
26,FLIP_ABD_FULL,3,0,1,social_acceptance,7
26,FLIP_ADD_HALF,3,1,0,ease,5
26,FLIP_ADD_HALF,3,1,0,comfort,5
26,FLIP_ADD_HALF,3,1,0,confidence,7
26,FLIP_ADD_HALF,3,1,0,social_acceptance,7
26,FLIP_ADD_FULL,3,1,1,ease,4
26,FLIP_ADD_FULL,3,1,1,comfort,5
26,FLIP_ADD_FULL,3,1,1,confidence,7
26,FLIP_ADD_FULL,3,1,1,social_acceptance,7
27,SHIFT_ABD,0,0,2,ease,6
27,SHIFT_ABD,0,0,2,comfort,6
27,SHIFT_ABD,0,0,2,confidence,6
27,SHIFT_ABD,0,0,2,social_acceptance,6
27,SHIFT_ADD,0,1,2,ease,7
27,SHIFT_ADD,0,1,2,comfort,7
27,SHIFT_ADD,0,1,2,confidence,7
27,SHIFT_ADD,0,1,2,social_acceptance,7
27,SPIN_ABD_HALF,1,0,0,ease,5
27,SPIN_ABD_HALF,1,0,0,comfort,5
27,SPIN_ABD_HALF,1,0,0,confidence,3
27,SPIN_ABD_HALF,1,0,0,social_acceptance,4
27,SPIN_ABD_FULL,1,0,1,ease,6
27,SPIN_ABD_FULL,1,0,1,comfort,5
27,SPIN_ABD_FULL,1,0,1,confidence,6
27,SPIN_ABD_FULL,1,0,1,social_acceptance,5
27,SPIN_ADD_HALF,1,1,0,ease,5
27,SPIN_ADD_HALF,1,1,0,comfort,4
27,SPIN_ADD_HALF,1,1,0,confidence,4
27,SPIN_ADD_HALF,1,1,0,social_acceptance,4
27,SPIN_ADD_FULL,1,1,1,ease,4
27,SPIN_ADD_FULL,1,1,1,comfort,5
27,SPIN_ADD_FULL,1,1,1,confidence,4
27,SPIN_ADD_FULL,1,1,1,social_acceptance,4
27,ROTATE_ABD_HALF,2,0,0,ease,4
27,ROTATE_ABD_HALF,2,0,0,comfort,5
27,ROTATE_ABD_HALF,2,0,0,confidence,5
27,ROTATE_ABD_HALF,2,0,0,social_acceptance,4
27,ROTATE_ABD_FULL,2,0,1,ease,5
27,ROTATE_ABD_FULL,2,0,1,comfort,4
27,ROTATE_ABD_FULL,2,0,1,confidence,4
27,ROTATE_ABD_FULL,2,0,1,social_acceptance,4
27,ROTATE_ADD_HALF,2,1,0,ease,7
27,ROTATE_ADD_HALF,2,1,0,comfort,6
27,ROTATE_ADD_HALF,2,1,0,confidence,6
27,ROTATE_ADD_HALF,2,1,0,social_acceptance,6
27,ROTATE_ADD_FULL,2,1,1,ease,6
27,ROTATE_ADD_FULL,2,1,1,comfort,6
27,ROTATE_ADD_FULL,2,1,1,confidence,6
27,ROTATE_ADD_FULL,2,1,1,social_acceptance,6
27,FLIP_ABD_HALF,3,0,0,ease,4
27,FLIP_ABD_HALF,3,0,0,comfort,4
27,FLIP_ABD_HALF,3,0,0,confidence,4
27,FLIP_ABD_HALF,3,0,0,social_acceptance,4
27,FLIP_ABD_FULL,3,0,1,ease,3
27,FLIP_ABD_FULL,3,0,1,comfort,3
27,FLIP_ABD_FULL,3,0,1,confidence,3
27,FLIP_ABD_FULL,3,0,1,social_acceptance,4
27,FLIP_ADD_HALF,3,1,0,ease,4
27,FLIP_ADD_HALF,3,1,0,comfort,4
27,FLIP_ADD_HALF,3,1,0,confidence,4
27,FLIP_ADD_HALF,3,1,0,social_acceptance,4
27,FLIP_ADD_FULL,3,1,1,ease,4
27,FLIP_ADD_FULL,3,1,1,comfort,4
27,FLIP_ADD_FULL,3,1,1,confidence,4
27,FLIP_ADD_FULL,3,1,1,social_acceptance,4
29,SHIFT_ABD,0,0,2,ease,7
29,SHIFT_ABD,0,0,2,comfort,5
29,SHIFT_ABD,0,0,2,confidence,5
29,SHIFT_ABD,0,0,2,social_acceptance,7
29,SHIFT_ADD,0,1,2,ease,7
29,SHIFT_ADD,0,1,2,comfort,5
29,SHIFT_ADD,0,1,2,confidence,5
29,SHIFT_ADD,0,1,2,social_acceptance,7
29,SPIN_ABD_HALF,1,0,0,ease,6
29,SPIN_ABD_HALF,1,0,0,comfort,4
29,SPIN_ABD_HALF,1,0,0,confidence,4
29,SPIN_ABD_HALF,1,0,0,social_acceptance,1
29,SPIN_ABD_FULL,1,0,1,ease,5
29,SPIN_ABD_FULL,1,0,1,comfort,3
29,SPIN_ABD_FULL,1,0,1,confidence,3
29,SPIN_ABD_FULL,1,0,1,social_acceptance,1
29,SPIN_ADD_HALF,1,1,0,ease,6
29,SPIN_ADD_HALF,1,1,0,comfort,4
29,SPIN_ADD_HALF,1,1,0,confidence,4
29,SPIN_ADD_HALF,1,1,0,social_acceptance,1
29,SPIN_ADD_FULL,1,1,1,ease,5
29,SPIN_ADD_FULL,1,1,1,comfort,3
29,SPIN_ADD_FULL,1,1,1,confidence,3
29,SPIN_ADD_FULL,1,1,1,social_acceptance,1
29,ROTATE_ABD_HALF,2,0,0,ease,6
29,ROTATE_ABD_HALF,2,0,0,comfort,6
29,ROTATE_ABD_HALF,2,0,0,confidence,7
29,ROTATE_ABD_HALF,2,0,0,social_acceptance,4
29,ROTATE_ABD_FULL,2,0,1,ease,5
29,ROTATE_ABD_FULL,2,0,1,comfort,5
29,ROTATE_ABD_FULL,2,0,1,confidence,5
29,ROTATE_ABD_FULL,2,0,1,social_acceptance,4
29,ROTATE_ADD_HALF,2,1,0,ease,7
29,ROTATE_ADD_HALF,2,1,0,comfort,7
29,ROTATE_ADD_HALF,2,1,0,confidence,7
29,ROTATE_ADD_HALF,2,1,0,social_acceptance,4
29,ROTATE_ADD_FULL,2,1,1,ease,6
29,ROTATE_ADD_FULL,2,1,1,comfort,6
29,ROTATE_ADD_FULL,2,1,1,confidence,7
29,ROTATE_ADD_FULL,2,1,1,social_acceptance,4
29,FLIP_ABD_HALF,3,0,0,ease,2
29,FLIP_ABD_HALF,3,0,0,comfort,2
29,FLIP_ABD_HALF,3,0,0,confidence,1
29,FLIP_ABD_HALF,3,0,0,social_acceptance,1
29,FLIP_ABD_FULL,3,0,1,ease,1
29,FLIP_ABD_FULL,3,0,1,comfort,1
29,FLIP_ABD_FULL,3,0,1,confidence,1
29,FLIP_ABD_FULL,3,0,1,social_acceptance,1
29,FLIP_ADD_HALF,3,1,0,ease,1
29,FLIP_ADD_HALF,3,1,0,comfort,1
29,FLIP_ADD_HALF,3,1,0,confidence,1
29,FLIP_ADD_HALF,3,1,0,social_acceptance,1
29,FLIP_ADD_FULL,3,1,1,ease,1
29,FLIP_ADD_FULL,3,1,1,comfort,1
29,FLIP_ADD_FULL,3,1,1,confidence,1
29,FLIP_ADD_FULL,3,1,1,social_acceptance,1
30,SHIFT_ABD,0,0,2,ease,3
30,SHIFT_ABD,0,0,2,comfort,2
30,SHIFT_ABD,0,0,2,confidence,2
30,SHIFT_ABD,0,0,2,social_acceptance,3
30,SHIFT_ADD,0,1,2,ease,5
30,SHIFT_ADD,0,1,2,comfort,4
30,SHIFT_ADD,0,1,2,confidence,4
30,SHIFT_ADD,0,1,2,social_acceptance,4
30,SPIN_ABD_HALF,1,0,0,ease,7
30,SPIN_ABD_HALF,1,0,0,comfort,7
30,SPIN_ABD_HALF,1,0,0,confidence,7
30,SPIN_ABD_HALF,1,0,0,social_acceptance,7
30,SPIN_ABD_FULL,1,0,1,ease,6
30,SPIN_ABD_FULL,1,0,1,comfort,5
30,SPIN_ABD_FULL,1,0,1,confidence,6
30,SPIN_ABD_FULL,1,0,1,social_acceptance,6
30,SPIN_ADD_HALF,1,1,0,ease,7
30,SPIN_ADD_HALF,1,1,0,comfort,6
30,SPIN_ADD_HALF,1,1,0,confidence,7
30,SPIN_ADD_HALF,1,1,0,social_acceptance,7
30,SPIN_ADD_FULL,1,1,1,ease,6
30,SPIN_ADD_FULL,1,1,1,comfort,5
30,SPIN_ADD_FULL,1,1,1,confidence,6
30,SPIN_ADD_FULL,1,1,1,social_acceptance,6
30,ROTATE_ABD_HALF,2,0,0,ease,7
30,ROTATE_ABD_HALF,2,0,0,comfort,7
30,ROTATE_ABD_HALF,2,0,0,confidence,7
30,ROTATE_ABD_HALF,2,0,0,social_acceptance,7
30,ROTATE_ABD_FULL,2,0,1,ease,7
30,ROTATE_ABD_FULL,2,0,1,comfort,7
30,ROTATE_ABD_FULL,2,0,1,confidence,7
30,ROTATE_ABD_FULL,2,0,1,social_acceptance,7
30,ROTATE_ADD_HALF,2,1,0,ease,7
30,ROTATE_ADD_HALF,2,1,0,comfort,6
30,ROTATE_ADD_HALF,2,1,0,confidence,7
30,ROTATE_ADD_HALF,2,1,0,social_acceptance,7
30,ROTATE_ADD_FULL,2,1,1,ease,7
30,ROTATE_ADD_FULL,2,1,1,comfort,6
30,ROTATE_ADD_FULL,2,1,1,confidence,7
30,ROTATE_ADD_FULL,2,1,1,social_acceptance,7
30,FLIP_ABD_HALF,3,0,0,ease,7
30,FLIP_ABD_HALF,3,0,0,comfort,5
30,FLIP_ABD_HALF,3,0,0,confidence,6
30,FLIP_ABD_HALF,3,0,0,social_acceptance,4
30,FLIP_ABD_FULL,3,0,1,ease,6
30,FLIP_ABD_FULL,3,0,1,comfort,5
30,FLIP_ABD_FULL,3,0,1,confidence,6
30,FLIP_ABD_FULL,3,0,1,social_acceptance,4
30,FLIP_ADD_HALF,3,1,0,ease,5
30,FLIP_ADD_HALF,3,1,0,comfort,3
30,FLIP_ADD_HALF,3,1,0,confidence,4
30,FLIP_ADD_HALF,3,1,0,social_acceptance,2
30,FLIP_ADD_FULL,3,1,1,ease,4
30,FLIP_ADD_FULL,3,1,1,comfort,2
30,FLIP_ADD_FULL,3,1,1,confidence,3
30,FLIP_ADD_FULL,3,1,1,social_acceptance,2
